X1,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
53559,Italy,"Aromas of crushed thyme and pressed wild flower lead the way on this linear sparkler. Crisp and bone dry, the racy palate offers pear and lime zest set against vibrant acidity and an elegant perlage.",Rive di Ogliano Brut Nature,89,23,Veneto,Conegliano Valdobbiadene Prosecco Superiore,NA,Kerin O’Keefe,@kerinokeefe,BiancaVigna 2016 Rive di Ogliano Brut Nature  (Conegliano Valdobbiadene Prosecco Superiore),Glera,BiancaVigna
20355,Italy,"Ripe plum, cranberry, pressed violet, tobacco and damp soil aromas lead the nose, along with a whiff of clove. The round, polished palate offers dried black cherry, prune, raspberry jam and licorice notes, alongside smooth tannins. It's already extremely approachable, so drink soon.",Gudarrà Riserva,91,40,Southern Italy,Aglianico del Vulture,NA,Kerin O’Keefe,@kerinokeefe,Bisceglia 2008 Gudarrà Riserva  (Aglianico del Vulture),Aglianico,Bisceglia
43508,Italy,"Here's a wine that sneaks up on you, offering aromas of baked earth, leather, dried berry and a whiff of black olive that slowly emerge after a few minutes in the glass. On the palate, notes of licorice and cooking spice notes accent a core of mature black cherry alongside polished tannins.",NA,90,39,Piedmont,Barbaresco,NA,Kerin O’Keefe,@kerinokeefe,Albino Rocca 2012  Barbaresco,Nebbiolo,Albino Rocca
2575,US,"A mountaintop vineyard in a cool year delivers the expected lighter elegance, offering a complicated and fascinating array of aromas, from incense and white pepper to patchouli and potpourri. The palate starts with sour cherries before the herbal lift of fennel and dill arrives, proving a light, curious and tasty wine.",Honor Roll Estate Reserve,89,32,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Burrell School Vineyards 2011 Honor Roll Estate Reserve Merlot (Santa Cruz Mountains),Merlot,Burrell School Vineyards
108411,US,"A sweet smell of honeysuckle and grapefruit candy permeates the nose of this bottling, along with cut honeydew melon and apple blossom. Sugary mandarin juice is the primary flavor on the palate, but it's properly offset by acidity a chalky texture.",NA,87,29,California,Central Coast,NA,Matt Kettmann,@mattkettmann,Coquelicot 2016 Riesling,Riesling,Coquelicot
22542,France,"Subdued floral notes signal a restrained Gewurztraminer. The palate has ample freshness and gentle perfume, making for a subtle wine that plays down the fragrances but boosts the spiciness. It finishes fresh and wonderfully peppery.",NA,89,27,Alsace,Alsace,NA,Anne Krebiehl MW,@AnneInVino,Domaine de la Tour Blanche 2014 Gewurztraminer (Alsace),Gewürztraminer,Domaine de la Tour Blanche
111019,US,"Forward, fruity and clean, with a jokey label showing a moose, an elk and a sheep playing pool. This wine would make a great house Zin if the price were just a tad lower.",Eighth Rack,86,14,California,Sonoma County,Sonoma,Paul Gregutt,@paulgwine ,Meeker 1997 Eighth Rack Zinfandel (Sonoma County),Zinfandel,Meeker
21935,France,"A big, ripe wine, with firm tannins, powerful with black plum flavors. It is aged in large barrels, adding an extra complexity, structured with some dryness in the aftertaste.",La Secrète,90,NA,Beaujolais,Chiroubles,NA,Roger Voss,@vossroger,Domaine Cheysson 2005 La Secrète  (Chiroubles),Gamay,Domaine Cheysson
45300,US,"This blend of 57% Marsanne, 40% Roussanne and 3% Grenache Blanc manages to be very light and crisp on the nose, with aromas of underripe nectarine and apricot as well as lemon peels and crushed white rocks. There is a defined grip to the sip, with lemon and nectarine flavors.",T'aya Camp 4 Vineyard,88,22,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Kitá 2015 T'aya Camp 4 Vineyard White (Santa Ynez Valley),Rhône-style White Blend,Kitá
98955,Italy,"Easy and informal, this is exactly the style of wine you'll want to pour with family and friends at, say, an outdoor picnic or barbecue. Packaged in a screwcap bottle, the wine offers aromas of melon, citrus and pear.",NA,85,NA,Northeastern Italy,Delle Venezie,NA,NA,NA,Esperto 2009 Pinot Grigio (Delle Venezie),Pinot Grigio,Esperto
17148,US,"Grassy aromatically, this is a crisp, refreshing white that's slightly undefined in pear and melon. Light bodied and easy to quaff.",Estate Grown,84,14,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cline 2013 Estate Grown Pinot Gris (Sonoma Coast),Pinot Gris,Cline
96692,Chile,"Dry, lean and sawdusted on the nose, with vanilla aromas blending with simple plum and berry notes. Whole on the palate, with a creamy, mildly tacky feel, while the flavors of red fruits are regular at best and smothered with butter and wood resin. Solid enough but probably too woody given the wine's weight and overall quality.",Reserva,85,18,Curicó Valley,NA,NA,Michael Schachner,@wineschach,Aresti 2006 Reserva Merlot (Curicó Valley),Merlot,Aresti
33170,Portugal,"The Merlot certainly does its job here of smoothing out the Baga tannins. Together, they yield a soft, red fruit-flavored wine with minimal tannins and juicy acidity, adding a burst of flavor on the finish. Drink now.",Encontro Q do E Merlot-Baga,87,8,Bairrada,NA,NA,Roger Voss,@vossroger,Global Wines 2014 Encontro Q do E Merlot-Baga Red (Bairrada),Portuguese Red,Global Wines
69524,Italy,"A smoky, graphite tone of ash or crushed mineral opens the nose of this densely concentrated wine. Dark chocolate, sweet cherry and fresh tobacco leaf are followed by a chewy, syrupy mouthfeel with fine, polished tannins.",Arnione,94,75,Tuscany,Bolgheri Superiore,NA,NA,NA,Campo alla Sughera 2008 Arnione  (Bolgheri Superiore),Red Blend,Campo alla Sughera
62580,Portugal,"A young and fruity wine that is made to be drunk young. It has soft tannins, red berry fruits and a juicy fresh character. Full of fruit with just a light structure, it can be drunk now.",NA,86,9,Alentejo,NA,NA,Roger Voss,@vossroger,Adega Cooperativa de Borba 2014 Red (Alentejo),Portuguese Red,Adega Cooperativa de Borba
14081,Argentina,"Jammy and murky smelling, and lacking clarity and zap on the nose. Surprisingly, the palate is jacked up with acidity, and thus it's sharp in the mouth and strained. Flavors of red fruits are made creamy by forced oak, yielding a milk chocolate note to the finish.",NA,82,6,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Funky Llama 2009 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Funky Llama
11863,US,"A little clumsy in the mouth, with some green flavors alongside the apricot, citrus and slate flavors. Seems a bit off-dry, although high acidity provides balance. The final impression is of a rustic and everyday quaff.",NA,84,24,California,Santa Ynez Valley,Central Coast,NA,NA,Coquelicot 2008 Riesling (Santa Ynez Valley),Riesling,Coquelicot
125044,Spain,"Red-berry aromas feature a hint of raisin along with oaky notes of shoe polish and lemon. A pinched, grabby, high-acid palate contains rubbery flavors of berry, plum and citrus. On the finish, oak flavors and controlled bitterness settle in.",Cantos de Valpiedra Crianza,86,20,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Finca Valpiedra 2010 Cantos de Valpiedra Crianza  (Rioja),Tempranillo Blend,Finca Valpiedra
102471,US,"Perfumed in cassis and chocolate, this wine starts out with soft layers of fruit, but lacks structure and definition, making for a simple, lighthearted quaff.",NA,82,27,California,Napa Valley,Napa,Virginie Boone,@vboone,Experience 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Experience
97282,US,"Dry, tart and a little green, this is a pretty good everyday Pinot Noir despite the stemminess. The silky texture and cherry-spice flavors satisfy, in a country sort of way.",NA,84,26,California,Carneros,Napa-Sonoma,NA,NA,Castle 2006 Pinot Noir (Carneros),Pinot Noir,Castle
81986,Australia,"Coffee-colored, with enticing scents of orange drizzled with dark maple syrup, coffee and raisins. Sweet, upfront and lushly textured, this is an easy-to-appreciate Muscat with great length.",Grand,92,100,Victoria,Rutherglen,NA,Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
28163,Italy,"Firm and full-bodied, this opens with aromas of mature plum, underbrush, baked earth, vanilla and exotic spice. The high-toned, chewy palate doles out ripe black cherry, raspberry jam, vanilla, mocha, white pepper and mint alongside polished tannins.",Sil Nizza,90,18,Piedmont,Barbera d'Asti Superiore,NA,Kerin O’Keefe,@kerinokeefe,Cascina Liuzzi 2012 Sil Nizza  (Barbera d'Asti Superiore),Barbera,Cascina Liuzzi
86345,US,"From a very reliable series of well-priced wines, this one shows a clean nose of slate, rose petals and a hint of lilac. The light and airy flavors are reminiscent of rose water, with olallieberry and hibiscus elements spicing up the palate.",667,89,15,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Noble Vines 2013 667 Pinot Noir (Monterey),Pinot Noir,Noble Vines
34903,US,"A big, ripe, fruity Pinot Noir, this is basically an orchard in a glass, with flavors of raspberries, cherries, persimmons and more. Beyond that, it's dry and soft. Drink now.",Floodgate Vineyard,86,28,California,Russian River Valley,Sonoma,NA,NA,Miro 2010 Floodgate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Miro
26685,US,"Made from 100% Chardonnay, this sparkler is just delicious, a versatile wine to have by itself, with savories, sushi or the most elegant meals. Crisp and balanced, it has rich flavors of pineapples, peach jam, brioche and vanilla, with a smoky edge.",Blanc de Blancs,91,35,California,Napa-Mendocino-Sonoma-Marin,North Coast,NA,NA,Schramsberg 2005 Blanc de Blancs Sparkling (Napa-Mendocino-Sonoma-Marin),Sparkling Blend,Schramsberg
52919,US,"Perfumed like a summer garden, this wine is spicy and oaky, offering a wealth of cardamom and cola. Dark cherry, cranberry, orange and rhubarb vie for a balance between tart and succulent, the acidity ruling the day in the end.",Jayson,92,50,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Pahlmeyer 2015 Jayson Pinot Noir (Sonoma Coast),Pinot Noir,Pahlmeyer
40722,New Zealand,"Citrus and crushed stone notes start this wine off, followed by lemon sorbet on the palate. It's lightweight, a real summertime refresher, with a short, clean finish.",NA,85,11,Marlborough,NA,NA,Joe Czerwinski,@JoeCz,Overstone 2011 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Overstone
82377,US,Spiced raspberry and cherry Jell-O aromas follow through to the medium-bodied palate. Oak flavors of toast and roasted coffee emerge on the midpalate and linger on the finish.,NA,86,22,Virginia,Virginia,NA,Alexander Peartree,NA,Jefferson Vineyards 2013 Cabernet Franc (Virginia),Cabernet Franc,Jefferson Vineyards
89641,US,"Enough berry and plum richness and smoky oak to satisfy fussy drinkers, yet dry and compact, with a nice shine of acidity. Not too complex or subtle, but there's plenty to like about it. Should be easy to find with more than 30,000 cases produced.",NA,87,17,California,Sonoma County,Sonoma,NA,NA,Kenwood 1998 Merlot (Sonoma County),Merlot,Kenwood
58186,US,"Savory aromas of dried herb and mineral contrast crisp nectarine and peach in this brisk, refreshing white. It's a deft blend combining the body and weight of Pinot Blanc and Chardonnay with the zest and perfume of Sauvignon Blanc and Riesling.",Classic,88,26,New York,Long Island,Long Island,Anna Lee C. Iijima,NA,Wölffer 2014 Classic White (Long Island),White Blend,Wölffer
7240,Italy,"Aged partially in wood and stainless steel, this delivers a healthy dose of plump, ripe red fruit. Notes of cherry, plum, red currant and cassis are followed by soft tannins and a spicy touch of white pepper.",NA,87,32,Veneto,Valpolicella Superiore Ripasso,NA,NA,NA,Ca' Rugate 2009  Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Ca' Rugate
119438,Germany,"Earthy, smoky mineral tones extend from nose to finish here, accentuating flavors of fresh red apple, tangerine and lemon. The sharp, racy mouthfeel is softened by hints of honey and a long, salt and citrus finish.",Brauneberger Juffer Feinherb,91,43,Mosel,NA,NA,Anna Lee C. Iijima,NA,Fritz Haag 2015 Brauneberger Juffer Feinherb Riesling (Mosel),Riesling,Fritz Haag
98755,France,"Soft apple- and honey-flavored wine that has dry botrytis and a spiced texture. With flavors of lemon curd and peach, it is more in a light Barsac style, fruity as well as sweet.",NA,88,30,Bordeaux,Sauternes,NA,Roger Voss,@vossroger,Château Hallet 2009  Sauternes,Bordeaux-style White Blend,Château Hallet
120,Italy,"Slightly backward, particularly given the vintage, the wine has a complex nose with plenty of dark fruit, Turkish delight, smoked meat and earth. A full rich palate, slightly soft, it begins to run out of steam a little in mid palate, but returns with a flourish, and the finish is long and nuanced. Will repay 5+ years of cellaring.",Bricco Rocche Prapó,92,70,Piedmont,Barolo,NA,NA,NA,Ceretto 2003 Bricco Rocche Prapó  (Barolo),Nebbiolo,Ceretto
88863,US,"You will want to age this Cabernet—8 or 10 years of development is the only way to allow the hard tannins to begin to melt away, allowing the fabulous core of blackberries, currants and dark chocolate to emerge. It's hard to exaggerate the wine's depth; it's so elegantly pure, concentrated and focused. Don't even think of popping the cork before 2018, and it could still be providing pleasure 20 years from now.",NA,95,150,California,Napa Valley,Napa,NA,NA,La Sirena 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,La Sirena
120453,Spain,"Rubbery, briny red-berry aromas come with a horsey accent. This is juicy and a bit raw in feel, with slightly tart red-plum and raspberry flavors. A light note of buttery oak on the finish is cut by lasting acidity.",Orlegi,86,15,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Luberri 2014 Orlegi  (Rioja),Tempranillo Blend,Luberri
117592,Italy,"Plum cake, underbrush, dark berry, menthol and a touch of mocha unfold in the glass. The taut, full-bodied palate offers chewy black cherry, raspberry jam, licorice and sage framed in youthfully assertive, fine-grained tannins. A tobacco note closes the finish. Drink 2022–2032.",Vigna Ferrovia Riserva,94,145,Tuscany,Brunello di Montalcino,NA,Kerin O’Keefe,@kerinokeefe,Pian delle Vigne 2010 Vigna Ferrovia Riserva  (Brunello di Montalcino),Sangiovese,Pian delle Vigne
